src,tgt
3*19+26=,83
16+5*21=,121
27+17-27=,17
17-26-11=,-20
28+3+7=,38
5*24-26=,94
8-2*9=,-10
0*28*2=,0
1*11+28=,39
28*27-25=,731
10*25-1=,249
14+6*26=,170
19*8-16=,136
3+26*1=,29
15*25+4=,379
29+22+15=,66
8-4*2=,0
27-27*4=,-81
10*17+25=,195
4+17+0=,21
0+17-19=,-2
5-19+8=,-6
1*4*14=,56
25-6+2=,21
28-12+7=,23
0+19+5=,24
5+1-29=,-23
16+22+23=,61
9*24*23=,4968
26+8-20=,14
20-24-7=,-11
13*16*23=,4784
8-2*18=,-28
18*21-9=,369
16+0+12=,28
14+16*25=,414
26-9*8=,-46
27*14*16=,6048
10+15+19=,44
0*12+5=,5
23+26*24=,647
20+3+6=,29
11-21+10=,0
16+16*21=,352
14+15*1=,29
5-6*3=,-13
1-28*21=,-587
28-9+15=,34
19+22-28=,13
12*5-24=,36
15+11*21=,246
12*2-24=,0
4+20+27=,51
15-6-8=,1
1*5-24=,-19
11+29+9=,49
13*4+22=,74
1-4-12=,-15
2*5-4=,6
17+19+29=,65
4*19-17=,59
10*5+12=,62
16*24*25=,9600
7+22+17=,46
1-27*22=,-593
5*6*9=,270
23+7+11=,41
4*15+10=,70
13*29+23=,400
11*3*2=,66
11+17*24=,419
29-25*5=,-96
12-6*6=,-24
3-11*24=,-261
1+5*19=,96
2-2*12=,-22
24-28*9=,-228
17*15*2=,510
17*28+9=,485
3-13-27=,-37
25*7-19=,156
28+5*25=,153
5-2-3=,0
8*12*25=,2400
8+11+15=,34
7+26-5=,28
19*29*29=,15979
9+1+20=,30
12+11-22=,1
4+14-4=,14
27-28*10=,-253
26-4-23=,-1
22*19*21=,8778
24+5+24=,53
18+8+9=,35
10-25*20=,-490
17-26*20=,-503
2*13+19=,45
21+29-21=,29
8-10*22=,-212
4-14-22=,-32
14+27+25=,66
6-0-9=,-3
3*11-7=,26
12+13-22=,3
20+18*4=,92
17*1+14=,31
6-28-2=,-24
28-11-10=,7
11*13+5=,148
13*0*29=,0
15+11+26=,52
24+9+21=,54
18-3+15=,30
2-6*21=,-124
3*29-13=,74
19+16*14=,243
17-22*3=,-49
26-11+27=,42
18-17+28=,29
4*20+26=,106
25+17+6=,48
6*3+29=,47
2-2+2=,2
19-14-2=,3
12-15-2=,-5
3+15+5=,23
14+24-11=,27
7-11*20=,-213
0-24-10=,-34
6*17*26=,2652
8-15-23=,-30
11*19-13=,196
24-27-19=,-22
12-11+14=,15
20+14-8=,26
14+10+13=,37
27-21+22=,28
6-13*23=,-293
12+29*9=,273
1*12-10=,2
16*7+6=,118
27+12-28=,11
26+26*5=,156
24-5+2=,21
3-17-17=,-31
15-1*19=,-4
29+3-18=,14
16-27*26=,-686
27*11+7=,304
15*26-7=,383
7+22-23=,6
26*11-20=,266
4-24*14=,-332
22+2+25=,49
7+13*21=,280
0*8*21=,0
7-6+14=,15
12+7+29=,48
26*17*25=,11050
3-29-12=,-38
12*23+21=,297
27*27-0=,729
17+5-20=,2
8+0+13=,21
19-23-25=,-29
9-20-21=,-32
10-16*20=,-310
9+28*20=,569
7*22-14=,140
26-0*2=,26
20-29+1=,-8
17-1-0=,16
13*14+20=,202
12+10+1=,23
27-1-3=,23
25*0*10=,0
8+0*14=,8
4-7*9=,-59
20-13+18=,25
22*3*28=,1848
28-17-5=,6
0*27-25=,-25
3*4+23=,35
19+7+17=,43
7+0*8=,7
14-19+23=,18
8+20*12=,248
21+19+25=,65
13-20*2=,-27
20-17+17=,20
9*14+1=,127
22*18*7=,2772
17-27+0=,-10
23*22-22=,484
27*25*10=,6750
5-27-26=,-48
25+25+15=,65
18-4+10=,24
27-12*1=,15
7+11*28=,315
17-11-18=,-12
17+5*25=,142
20*19-10=,370
22+10-14=,18
21-27+13=,7
11*27+17=,314
1*17-8=,9
13+20+16=,49
22-23-0=,-1
2-10*8=,-78
15-27*15=,-390
15*14-22=,188
21+11+12=,44
9*22-16=,182
3*14-9=,33
25*12-5=,295
18-7+20=,31
0+14+29=,43
25-27+6=,4
16*0*11=,0
23+14-20=,17
21-13*23=,-278
12-15+11=,8
14-18*22=,-382
3+0*20=,3
24+7*21=,171
23*28+16=,660
16+2*28=,72
2+3+6=,11
17-11-12=,-6
22-24*16=,-362
18+25-11=,32
26-17-28=,-19
9*15*2=,270
13*21*7=,1911
4*29+20=,136
27*12+14=,338
4+8-14=,-2
16-8+25=,33
12+10-15=,7
0-3*14=,-42
27*20-27=,513
8+5-15=,-2
27-10+4=,21
13-5+9=,17
22*3-22=,44
25-15*24=,-335
22*14+14=,322
1*6-26=,-20
6+16+28=,50
8*21*25=,4200
13+6*15=,103
18+17-13=,22
6-26-24=,-44
2+28-0=,30
11*22-24=,218
16*10-28=,132
1-15*11=,-164
4*9-6=,30
9+2*9=,27
20*21-27=,393
28-27+17=,18
9+2-19=,-8
6*7-28=,14
16-19-0=,-3
18*6-22=,86
2-0-19=,-17
15-7-25=,-17
26*17+20=,462
11+14*28=,403
26-0*29=,26
8*15-7=,113
21+11*9=,120
0*21-29=,-29
11*1-6=,5
20-3+2=,19
22*11-2=,240
1+15+28=,44
4+24*26=,628
21*2-5=,37
29+5*25=,154
12+25-21=,16
14*4*12=,672
27*18-24=,462
20-21-10=,-11
12+8+25=,45
7-0*23=,7
2*4-20=,-12
7+3-11=,-1
29+13*3=,68
4-2-24=,-22
18*13+12=,246
28+6+24=,58
28+10-6=,32
16*8+17=,145
16*24*20=,7680
15+19*16=,319
12+14-23=,3
18*18*17=,5508
20*2*7=,280
29+20*8=,189
0-24*18=,-432
17+27-27=,17
29*3*24=,2088
28+28+11=,67
16-25-11=,-20
28-13-10=,5
24*1+12=,36
28-16+7=,19
9+23*4=,101
7*14-26=,72
29*17-5=,488
1+3-10=,-6
13+9-27=,-5
9+8*11=,97
0-21+25=,4
19*11-11=,198
15*17*11=,2805
14*25-28=,322
26*18+12=,480
25-6-29=,-10
1+8*16=,129
15-29-28=,-42
22-5+12=,29
23-6-14=,3
25*18+21=,471
3+1*26=,29
9*28-21=,231
7-16*28=,-441
7-13*29=,-370
29*15-29=,406
29-2+1=,28
13*2-27=,-1
19-0-2=,17
14+22+19=,55
12*15-0=,180
10+28-11=,27
19-28-8=,-17
8*9*19=,1368
25+4-5=,24
2*15+0=,30
6*18-23=,85
26-11-25=,-10
26*19*0=,0
9+8*10=,89
29+8*3=,53
11*1-21=,-10
5*15-26=,49
11-0-2=,9
0+0*26=,0
7+21-0=,28
29*1*7=,203
24-11*25=,-251
1+22*24=,529
27+8*22=,203
10*19*25=,4750
25+15-15=,25
24+14+12=,50
8-6-6=,-4
13+29*10=,303
14*8-21=,91
21-26+9=,4
27+17*19=,350
13+5+18=,36
2*8*19=,304
3*7-13=,8
25-9-7=,9
21+7+10=,38
28*17*18=,8568
10*17-6=,164
23+19*12=,251
19*26+9=,503
3*3-16=,-7
25+24+3=,52
26+23-10=,39
10*2-15=,5
26-20-25=,-19
19-26+11=,4
0*3+24=,24
15-7-17=,-9
8+10-3=,15
25-4-20=,1
14-8-28=,-22
4*3*12=,144
24-23+21=,22
19-25+10=,4
22+21*22=,484
12-8-16=,-12
19*22-15=,403
15+23-0=,38
3-29*29=,-838
26+12*23=,302
6+12*5=,66
21*17+20=,377
25+8-12=,21
23*10+2=,232
22+24+22=,68
6-29*8=,-226
20*27*11=,5940
4+11*6=,70
3-9*23=,-204
22*26*2=,1144
5+7-5=,7
10+28-29=,9
16+18-21=,13
12-28+16=,0
16*14+21=,245
27*9-2=,241
3*19+27=,84
6+2-22=,-14
17*14-19=,219
10+29-14=,25
12+28*26=,740
1+27*12=,325
3*0*24=,0
24*27+2=,650
25*7*28=,4900
5-0-22=,-17
18-10+16=,24
12+2+15=,29
27-25+26=,28
15*1*13=,195
4*20+13=,93
2*6*17=,204
10+26*23=,608
10+19-7=,22
17-20*24=,-463
13*20*10=,2600
18+22*24=,546
18+21*20=,438
8+13+17=,38
22+23*7=,183
23*25-12=,563
14*12+3=,171
28*10*1=,280
11+21*2=,53
18*26-20=,448
27*15*10=,4050
25-13-10=,2
0*24-14=,-14
10*8-16=,64
21+15*15=,246
8+27-4=,31
9*9+7=,88
12+19+16=,47
1+7+2=,10
4+14*24=,340
8*1+27=,35
28-17*22=,-346
20+22-2=,40
22-18-15=,-11
13+22-7=,28
27-0-7=,20
6-5*15=,-69
18-16*2=,-14
12+12+23=,47
19+16+7=,42
5-27-12=,-34
22*24+23=,551
18+29-12=,35
18-11-6=,1
24-22*26=,-548
27*19-29=,484
20-7+8=,21
13*27-16=,335
6+1-23=,-16
19+25-25=,19
16*18*4=,1152
11-18-0=,-7
25-4+19=,40
17-20*4=,-63
28-26+10=,12
17*10+14=,184
3-0*26=,3
14-21+1=,-6
24+1*21=,45
2-23-0=,-21
25+7-13=,19
16+16-3=,29
21-0*1=,21
6-6-10=,-10
19*1+18=,37
10+11-28=,-7
27-19*23=,-410
17*27-20=,439
0-14*8=,-112
25+17+12=,54
28*0+4=,4
19*11-9=,200
20-27-22=,-29
23+27*10=,293
13-24*1=,-11
23+5*5=,48
10+27*10=,280
11-0+7=,18
25+22*6=,157
15*10-6=,144
22-11-16=,-5
7+1+28=,36
16*27-27=,405
17-27-22=,-32
10*2*6=,120
17-14+19=,22
13+10+25=,48
7*0*7=,0
18-23+12=,7
12*3+26=,62
23*28*24=,15456
22-3+7=,26
28-1*15=,13
7+26-9=,24
7+3*20=,67
26+16*20=,346
12-27*10=,-258
18-5+8=,21
9-27-25=,-43
0*15+16=,16
12+25*12=,312
10-26-22=,-38
21*3+22=,85
22+28+26=,76
14+8-26=,-4
10-9*18=,-152
8-15*20=,-292
13+13+17=,43
6+23*16=,374
28-25*17=,-397
14+24+29=,67
10-16*6=,-86
22-10+17=,29
11*5-25=,30
16-19+28=,25
6*19*15=,1710
13+20+23=,56
8-12-26=,-30
27*19*13=,6669
11*28+26=,334
10*21+8=,218
11+14+29=,54
1-22*17=,-373
11-7+2=,6
10*17-13=,157
6-1*5=,1
26+22+7=,55
1+19-5=,15
0-24-19=,-43
3*2-28=,-22
24+26-0=,50
2-27-17=,-42
27+3*4=,39
15-19-25=,-29
13+0-27=,-14
23+2-18=,7
0*12+3=,3
6*2-9=,3
1+8+8=,17
23*11*13=,3289
22*5*14=,1540
0*12-20=,-20
4+26*26=,680
10+28+11=,49
10-24*1=,-14
20*22-27=,413
12*25+27=,327
15+7+20=,42
9-11*8=,-79
21*6+7=,133
19+19*21=,418
25+24-1=,48
26+14+6=,46
26*7-18=,164
7-0-23=,-16
23-27*26=,-679
14*23+21=,343
0-16-5=,-21
19*24*26=,11856
0-14-25=,-39
16*0*17=,0
20*11+0=,220
14+6+15=,35
21*13-19=,254
0*14-3=,-3
20-1*20=,0
10-26-25=,-41
24-2+22=,44
4+15*9=,139
10*10+29=,129
1+8-6=,3
8+13*23=,307
8-23+10=,-5
20*2*26=,1040
1*4-4=,0
23-3+0=,20
25+19+16=,60
6+12-2=,16
12-23+24=,13
13*10+17=,147
25*13-25=,300
12*27+20=,344
5*26*8=,1040
6+12+16=,34
29*10*8=,2320
3-25+29=,7
2*13*5=,130
19-0*12=,19
12+28+8=,48
29*24*12=,8352
28-21-22=,-15
4+25-2=,27
1*1+6=,7
28*3-10=,74
3-14*14=,-193
15*0-6=,-6
8-16*0=,8
18+18*24=,450
7*8*22=,1232
23+9+23=,55
1-17-16=,-32
29*10+14=,304
24-10*28=,-256
26*10-23=,237
1-16-13=,-28
20*3-29=,31
24-25*23=,-551
9+26+4=,39
2+26-19=,9
2+26-9=,19
13+15*27=,418
7*14*11=,1078
16+25*13=,341
14*9*12=,1512
24*29-28=,668
6-12+12=,6
11+4-12=,3
19-14*16=,-205
5-0*19=,5
14*5*8=,560
22+8+9=,39
10+21*22=,472
21+27*1=,48
25-2*22=,-19
12+24*28=,684
21+1+2=,24
23+28+29=,80
24*22*16=,8448
18-19+23=,22
10-4-11=,-5
16*3+11=,59
13-8*6=,-35
14+22*19=,432
12+0*6=,12
4*6+26=,50
8+25+29=,62
7-26*17=,-435
24-22*8=,-152
11-3*18=,-43
15+25*26=,665
22*13-26=,260
0*23*8=,0
28-28*24=,-644
15*26*0=,0
14-2*4=,6
3-2-2=,-1
25+26+11=,62
16+24*28=,688
27+16*20=,347
8*13*5=,520
27-9*3=,0
4-4+14=,14
22-29-11=,-18
18*1*6=,108
12*26+10=,322
27*14-14=,364
20+1+14=,35
7*16+28=,140
18*5*21=,1890
28-15+13=,26
2*19*21=,798
28*23-5=,639
19+10-27=,2
25*22+17=,567
28-1+17=,44
6+6*22=,138
28-10+23=,41
23*28*19=,12236
8-17-29=,-38
21*19-8=,391
20-0*22=,20
23*19+18=,455
24-3-20=,1
4+19-23=,0
10*14*0=,0
28-26+16=,18
21+6-9=,18
3-17-8=,-22
17-0-26=,-9
11-13*20=,-249
6*20*10=,1200
18+9-1=,26
7*7-3=,46
28*12*7=,2352
8+19+28=,55
20+8*4=,52
3-2*24=,-45
10*11+27=,137
16-17*29=,-477
15+1+16=,32
7*1-7=,0
12-9+6=,9
20+14*23=,342
1-1+27=,27
27+8*0=,27
19-26+4=,-3
11+2-10=,3
6*21-21=,105
16+20+25=,61
25-3*19=,-32
2+19-13=,8
1+4-19=,-14
16*27+23=,455
21+21*16=,357
3-4+26=,25
5-17*23=,-386
19*19+0=,361
23*13*24=,7176
9-9+3=,3
28-28+21=,21
22*21-29=,433
5*0*18=,0
8+28-22=,14
7*10-15=,55
23*20+19=,479
29*29-21=,820
27-22+26=,31
22-21+9=,10
23+26-10=,39
10-28*9=,-242
13-28+10=,-5
13*7-1=,90
8+1+25=,34
28+23+8=,59
12+4*24=,108
15+19*26=,509
9*27+5=,248
13-11-16=,-14
27*9-13=,230
18*23-3=,411
15*24*0=,0
25-3-16=,6
2*25-1=,49
20-22-17=,-19
26*13*26=,8788
24*8-19=,173
9*17-25=,128
3-28*0=,3
23-20-24=,-21
7-6+18=,19
28*11+22=,330
19-25*25=,-606
10-29+29=,10
23-25+21=,19
27-10*17=,-143
9+13-20=,2
23*28+1=,645
27*18*29=,14094
23+8+8=,39
1*0*19=,0
4*10-10=,30
10+1+14=,25
13*1-27=,-14
10+26+17=,53
19*5-25=,70
9-15+14=,8
27+27-1=,53
0-0+27=,27
26+0*6=,26
23-21*28=,-565
12*5-5=,55
21-18*14=,-231
1-23+28=,6
25*14*8=,2800
1*27*9=,243
1-7-24=,-30
3*29+0=,87
4-12-3=,-11
0+12+22=,34
17-26+12=,3
2*0*20=,0
3+17-4=,16
18*6-9=,99
22+8-12=,18
25*13*26=,8450
0-21*0=,0
24-13+17=,28
24-13*14=,-158
24-7+6=,23
9+1-28=,-18
28+5+26=,59
28-4*27=,-80
17*19+19=,342
14*9+15=,141
18*27*25=,12150
12+21-6=,27
27*4*0=,0
6-4-5=,-3
5-23+15=,-3
28-4+23=,47
20-16*25=,-380
0*11-9=,-9
16-9+22=,29
12+13*18=,246
9+0*24=,9
19-16+25=,28
19+19*22=,437
24-23*3=,-45
22-6-9=,7
22+22+26=,70
4-9*17=,-149
0*14-9=,-9
10*3*7=,210
19+6*3=,37
5*29+8=,153
5-27*1=,-22
17+26+25=,68
6-19+3=,-10
10-11-19=,-20
1-22*1=,-21
12-10+26=,28
11+23*11=,264
20-13-21=,-14
10+10*28=,290
22*15+6=,336
13-14-27=,-28
11+17-13=,15
24+11+13=,48
14-17*9=,-139
26-26-8=,-8
12+22*2=,56
6*9+22=,76
14*12-19=,149
24*21+7=,511
22+11-26=,7
13*0-19=,-19
18-17-28=,-27
15*11-24=,141
27*28-14=,742
0-26+1=,-25
21+3*13=,60
12*25-10=,290
27+5*6=,57
0-24+26=,2
28-29+5=,4
12*25*10=,3000
4+25*26=,654
17*29*12=,5916
6-27*2=,-48
27-6+0=,21
17-13-7=,-3
15*13-15=,180
16-25*8=,-184
26+9+3=,38
1-20-22=,-41
16+4*16=,80
11-28*26=,-717
22+20+16=,58
2+16+8=,26
28+7-23=,12
27+25*13=,352
7-9*19=,-164
14*11*27=,4158
11*23*8=,2024
16-22+27=,21
29-29-19=,-19
1+21*24=,505
18*26+26=,494
25+4+13=,42
2+20+16=,38
8*2-23=,-7
18-22+12=,8
2-18*22=,-394
21+24-11=,34
9*0+12=,12
6*21*3=,378
19*27*6=,3078
9-6-12=,-9
1-6+25=,20
6-17+10=,-1
10*6-23=,37
1-9*8=,-71
1+7-11=,-3
15*28+14=,434
7*13*24=,2184
2-14-21=,-33
1*20+1=,21
11+7+2=,20
20+26+11=,57
0*18-29=,-29
26-29+24=,21
1-4*2=,-7
6+29*5=,151
25-12+21=,34
8*27-7=,209
0-14+7=,-7
5-19-7=,-21
0+3*14=,42
21*20+7=,427
17*27-0=,459
14*27*25=,9450
16-21-12=,-17
27+12-15=,24
9-24*3=,-63
10-20*22=,-430
15+9*16=,159
23*20-2=,458
16-27+6=,-5
14*29-6=,400
6-7+6=,5
12*14-15=,153
27+0*24=,27
4-9-13=,-18
15+11*8=,103
8+6-14=,0
25*22*13=,7150
2*25+27=,77
7+7+24=,38
3-15*6=,-87
14-4+26=,36
14*26-29=,335
11+5-24=,-8
14+24*27=,662
18+18*16=,306
2*25-11=,39
17-18+6=,5
5-14+27=,18
1+19+8=,28
27-23+8=,12
27+9-21=,15
27-5+9=,31
3*3-19=,-10
20*19*6=,2280
13*2+18=,44
15+24+0=,39
24+3*26=,102
10+4*9=,46
19+4-10=,13
15+29*5=,160
2-25*5=,-123
16+26*0=,16
13-29-8=,-24
16-0*18=,16
6*9+4=,58
19*11+3=,212
27*12+13=,337
6+1-9=,-2
24-2+26=,48
2-9-12=,-19
23*16-5=,363
8*20*22=,3520
17-10*24=,-223
27-26+16=,17
21-5+20=,36
18*22-9=,387
29*19-27=,524
26+26+1=,53
25+12*24=,313
13+3*5=,28
4*29+16=,132
8-15+10=,3
2-13*3=,-37
22+28-9=,41
23+13+10=,46
27-13+14=,28
19+3+8=,30
23*6-9=,129
16*5*23=,1840
26-9*16=,-118
7*1-27=,-20
23-24*17=,-385
22+18-21=,19
14-6-18=,-10
13*4*17=,884
14-18-25=,-29
28*25*3=,2100
23*28-11=,633
19+12-18=,13
29-9*3=,2
11+19+8=,38
15-18*12=,-201
0-8+17=,9
28*7-19=,177
19*23*27=,11799
20+4+25=,49
2*19*17=,646
3*14+13=,55
13+18-6=,25
12-12*23=,-264
22-26+29=,25
29+13*23=,328
11-4+16=,23
19*17*13=,4199
21+8-21=,8
5*5*11=,275
8*5+26=,66
10+7+0=,17
22*21+20=,482
1+20*7=,141
2-7*6=,-40
23+4-15=,12
8-23*9=,-199
28*13-21=,343
1*23*14=,322
17+28*11=,325
23+20+2=,45
26-0+15=,41
16-10*5=,-34
1+12*5=,61
25+17*23=,416
25*28-17=,683
0-0+8=,8
16+22+14=,52
17-20*1=,-3
11-24*5=,-109
19*1-29=,-10
27-15*15=,-198
17-13+3=,7
17-27*9=,-226
15+7+6=,28
12+22+2=,36
4-2-13=,-11
23+16-12=,27
16-21*9=,-173
1-29-22=,-50
8-28*13=,-356
19*21*7=,2793
27-6-21=,0
15*12+5=,185
15*0*12=,0
18-23+11=,6
29+24+15=,68
13-14*23=,-309
26-26-1=,-1
16*5-12=,68
21*2+10=,52
11-18+29=,22
28+25+16=,69
5-14*12=,-163
3*0*14=,0
1*14+27=,41
1-0*9=,1
16+12*22=,280
9-27+4=,-14
16+25-1=,40
26*20*27=,14040
26-8-16=,2
4*10*13=,520
7*18*7=,882
0+14+8=,22
5*23*2=,230
7+27*5=,142
9*2+22=,40
4-17+21=,8
16+25+1=,42
1+0*10=,1
24-21-4=,-1
27-25-23=,-21
27+23+24=,74
22-29+9=,2
5+23*10=,235
24+4*3=,36
16*23*1=,368
4+23*18=,418
15-20+27=,22
21*3*14=,882
21*9-21=,168
19*7+10=,143
8+29-15=,22
18*23*15=,6210
20*17-21=,319
18-23*15=,-327
18+25+21=,64
3+6-10=,-1
6-27*20=,-534
22*16*6=,2112
20+17+8=,45
25-20-2=,3
16+16*15=,256
29+3-15=,17
8-2*0=,8
13*19*13=,3211
20+7+2=,29
5-22*9=,-193
26*5+2=,132
21-11*19=,-188
8+1-3=,6
4+13*17=,225
4-11-22=,-29
2+14-7=,9
17*18-4=,302
3*3-17=,-8
24*14*24=,8064
19*21+24=,423
2*12-28=,-4
24+19*23=,461
19*0+10=,10
12+25-13=,24
17*14*21=,4998
27*8-6=,210
28*16+29=,477
18+27+22=,67
21*2-16=,26
3+10+1=,14
3*17-17=,34
7*20-8=,132
21+11+17=,49
3*0+19=,19
14*21-1=,293
28-6+20=,42
23-4+26=,45
27-2*1=,25
7+14+2=,23
15-27+8=,-4
29-20-11=,-2
26*13-15=,323
14*10*4=,560
1*26-19=,7
20-15-28=,-23
22*22+3=,487
6*22-19=,113
21-17*2=,-13
13+11+10=,34
24-29-29=,-34
11-28*14=,-381
17+13-28=,2
27*1+8=,35
10-9-14=,-13
12-14*25=,-338
19-9-22=,-12
21+6*26=,177
24-26*14=,-340
11+3-27=,-13
0*16*11=,0
29+28-9=,48
1+13+7=,21
3-18*17=,-303
7+23+9=,39
29*19+7=,558
8+0-19=,-11
28*17+0=,476
24-22-8=,-6
6*2-18=,-6
9*12+22=,130
26+21*6=,152
27+21-10=,38
18+7*17=,137
28+27*20=,568
19-20-2=,-3
25+24+7=,56
15*19+22=,307
26+5*2=,36
25*5*12=,1500
3*26-18=,60
8+1+18=,27
6-0-25=,-19
13-9+21=,25
15-17-21=,-23
29*24+10=,706
23*25-23=,552
5+21*28=,593
24-4*17=,-44
12-21-0=,-9
21-11-9=,1
7+6-16=,-3
27-28-20=,-21
27+18+22=,67
2-29-10=,-37
19*5+3=,98
14+0*2=,14
6+21+14=,41
17*11-27=,160
0-8+28=,20
23*8-9=,175
15*26*25=,9750
4*24+19=,115
21-20+8=,9
2*4-11=,-3
18+1+17=,36
20-9+1=,12
17+11+18=,46
5+3*17=,56
3*9+0=,27
8-6+8=,10
4-0*23=,4
19-12*21=,-233
13*6*19=,1482
10+25+22=,57
5-12-25=,-32
15*27+14=,419
10-12*15=,-170
5-26-13=,-34
9-5-19=,-15
18-21+2=,-1
4-18+21=,7
21-11+11=,21
19-5*16=,-61
27+29*12=,375
16*29*13=,6032
27-27-21=,-21
8-11*11=,-113
1*21+18=,39
8*16*19=,2432
26+23-2=,47
25-2-11=,12
10*24*1=,240
14*18*7=,1764
18-24-10=,-16
20+11+8=,39
9+28+22=,59
20-22-26=,-28
22+25+21=,68
14+29+25=,68
0+20*26=,520
20-1+13=,32
5-11*1=,-6
9-29+25=,5
15+15-2=,28
25-3+22=,44
4+3+2=,9
26*4*15=,1560
27*21+22=,589
10+8*20=,170
14-23-14=,-23
22+9*23=,229
16-18+29=,27
15+8-29=,-6
20+7*7=,69
26-22*27=,-568
23*2*27=,1242
1*26+2=,28
18+23-4=,37
14-22+13=,5
25+18-7=,36
27*29+20=,803
27+22-8=,41
25-22-29=,-26
0*0+17=,17
5*23*4=,460
20*15*5=,1500
20-28*3=,-64
24*22-1=,527
9-8+28=,29
22-17+22=,27
11+9*29=,272
5+23+29=,57
7*9-14=,49
24-28*0=,24
16+28+22=,66
22*23*28=,14168
24*20*15=,7200
3+24+19=,46
19-18+11=,12
24*7+3=,171
3-16*22=,-349
7-24-23=,-40
23*5*13=,1495
11-12+6=,5
8-25-17=,-34
27-3*25=,-48
23+0*7=,23
14+6-3=,17
10*5*8=,400
29+19+1=,49
1+19*1=,20
24+12-7=,29
22+6-6=,22
21+15*18=,291
22+16-27=,11
5*10+2=,52
27*11-28=,269
1+29-20=,10
24-22-24=,-22
7*17*29=,3451
7+29*2=,65
3*19-23=,34
29*2*23=,1334
10-12-20=,-22
6-25-16=,-35
29*29+29=,870
5+9*21=,194
10*11*23=,2530
18-28*15=,-402
28+10*13=,158
18*9*25=,4050
24*29*21=,14616
14+16-18=,12
20-10-2=,8
16*10+27=,187
1*2*0=,0
28-27+25=,26
11-10+6=,7
26-3-6=,17
22*18-12=,384
8-3-26=,-21
11+23+2=,36
3+4+0=,7
19-9+26=,36
4+10+2=,16
2*17*25=,850
8*15*17=,2040
16+24-10=,30
25+22*13=,311
12-25+19=,6
3*4+20=,32
22+14-20=,16
1-12*24=,-287
29+11-22=,18
3+10-15=,-2
17-13+27=,31
26*5+0=,130
18-6-4=,8
22+28-16=,34
4-25*28=,-696
1-18*22=,-395
13-0*8=,13
7+14-29=,-8
13*28+18=,382
4+24+4=,32
8-13-6=,-11
4+7+24=,35
10+3-18=,-5
12+15+22=,49
5+25+16=,46
10*23+20=,250
20+2-3=,19
21-23-5=,-7
19*19-18=,343
26*0-8=,-8
25-29*24=,-671
29+6*13=,107
24+1+16=,41
17*29*2=,986
23*24-14=,538
28+0+25=,53
25+2*18=,61
2*1+14=,16
15-20*22=,-425
9+13*11=,152
8-4-8=,-4
23-4+13=,32
26-9+17=,34
23+6-1=,28
20-25*3=,-55
2-10*25=,-248
10+24-1=,33
21*29*1=,609
18*2*27=,972
19-17-6=,-4
12+14+26=,52
14-10-28=,-24
0+0-14=,-14
24-10-9=,5
10+5+4=,19
19-4*4=,3
13+29+9=,51
19+23*22=,525
10*23-27=,203
2-13-7=,-18
19*0*21=,0
1+6-14=,-7
7-6*0=,7
12*15*9=,1620
9+29+27=,65
7+17*24=,415
26-23+19=,22
17-5*10=,-33
4+29*11=,323
2*2+29=,33
23-4-12=,7
26-17*2=,-8
22+27+4=,53
9-18-1=,-10
29+9-2=,36
22-5*24=,-98
13-26-1=,-14
29+14-6=,37
17+29+3=,49
19-4-13=,2
1+17-23=,-5
2+16*23=,370
12+3*3=,21
26+0-22=,4
22+0*1=,22
7+4+3=,14
20*23+8=,468
0*2+23=,23
23-2+23=,44
0-3-17=,-20
0+20+26=,46
7+25*15=,382
23-11+23=,35
21*16-9=,327
28-25+1=,4
17*3+8=,59
18+18*27=,504
0*2*25=,0
27+3*17=,78
4*7*13=,364
15+7+17=,39
17-27+17=,7
14*5+16=,86
23*5*27=,3105
0+1+27=,28
21+2*13=,47
28*10-27=,253
26+6-9=,23
20*26*20=,10400
25+21*26=,571
7+14-9=,12
8*12+25=,121
24-17*9=,-129
29-10-15=,4
13-10+8=,11
19*6*1=,114
15*4*28=,1680
12*24*26=,7488
28-9*16=,-116
17+12+28=,57
21+5*26=,151
27+10+26=,63
26-12*16=,-166
3+15*26=,393
27*15-11=,394
4*10*19=,760
28+16-7=,37
20+6-27=,-1
0-4-1=,-5
14+15*8=,134
23+5*19=,118
27*5+5=,140
13+25-4=,34
15*25*8=,3000
20*7-27=,113
1*8*0=,0
22+25-23=,24
12+22-28=,6
27+13+5=,45
27+18-25=,20
24*25*0=,0
1+5+3=,9
16-27*12=,-308
2*9-0=,18
10*11*29=,3190
18+23*20=,478
3*27*27=,2187
5-2*5=,-5
19*20-8=,372
9+4+4=,17
2-7+5=,0
9*26*24=,5616
5+5+24=,34
19*5+9=,104
27*22+24=,618
4-24*10=,-236
28+14*29=,434
1*15*10=,150
26-7*18=,-100
25-8+17=,34
4+17*13=,225
18*4+13=,85
26*2+13=,65
27+15*5=,102
14-28-13=,-27
8+4+24=,36
15+28-7=,36
8-8-3=,-3
27-28+9=,8
28-0+19=,47
20*4+27=,107
10+11*25=,285
7*19-21=,112
7-0+7=,14
15*12*4=,720
21+20-4=,37
21-20-12=,-11
21*17+13=,370
27+8*14=,139
16*29-20=,444
22*5-17=,93
18-15-15=,-12
5-17-12=,-24
7+27*13=,358
0+27+23=,50
20+2*21=,62
6+21*6=,132
16*0-27=,-27
16-8+19=,27
17+18+6=,41
6-7-2=,-3
3*26-12=,66
11-7-19=,-15
29-14*6=,-55
24*25-28=,572
25*6*24=,3600
